   Elapsed time	    ECG	domen_1	domen_2	domen_3	domen_4	domen_5
       0:01.543	 -0.095	  0.040	  0.021	  0.011	  0.007	  0.014
       0:01.544	 -0.095	  0.033	  0.023	  0.016	  0.014	  0.021
       0:01.545	 -0.087	  0.025	  0.022	  0.019	  0.021	  0.029
       0:01.546	 -0.084	  0.016	  0.021	  0.021	  0.027	  0.035
       0:01.547	 -0.087	  0.009	  0.018	  0.022	  0.031	  0.039
       0:01.548	 -0.086	  0.005	  0.015	  0.021	  0.033	  0.041
       0:01.549	 -0.080	  0.005	  0.014	  0.021	  0.034	  0.042
       0:01.550	 -0.076	  0.007	  0.014	  0.020	  0.034	  0.043
       0:01.551	 -0.074	  0.012	  0.012	  0.018	  0.032	  0.040
       0:01.552	 -0.073	  0.018	  0.011	  0.015	  0.027	  0.033
       0:01.553	 -0.069	  0.022	  0.010	  0.011	  0.021	  0.025
       0:01.554	 -0.072	  0.027	  0.008	  0.006	  0.012	  0.015
       0:01.555	 -0.074	  0.031	  0.006	  0.001	  0.003	  0.005
       0:01.556	 -0.067	  0.036	  0.006	 -0.002	 -0.003	 -0.005
       0:01.557	 -0.059	  0.039	  0.008	 -0.004	 -0.008	 -0.012
       0:01.558	 -0.054	  0.041	  0.009	 -0.004	 -0.010	 -0.016
       0:01.559	 -0.054	  0.039	  0.010	 -0.004	 -0.010	 -0.017
       0:01.560	 -0.055	  0.035	  0.010	 -0.004	 -0.008	 -0.018
       0:01.561	 -0.052	  0.029	  0.011	 -0.001	 -0.004	 -0.013
       0:01.562	 -0.046	  0.025	  0.014	  0.004	  0.003	 -0.006
       0:01.563	 -0.042	  0.021	  0.017	  0.012	  0.012	  0.005
       0:01.564	 -0.043	  0.019	  0.022	  0.021	  0.024	  0.018
       0:01.565	 -0.041	  0.016	  0.026	  0.032	  0.035	  0.032
       0:01.566	 -0.034	  0.014	  0.029	  0.040	  0.046	  0.044
       0:01.567	 -0.027	  0.011	  0.031	  0.046	  0.053	  0.054
       0:01.568	 -0.022	  0.009	  0.030	  0.048	  0.059	  0.061
       0:01.569	 -0.021	  0.009	  0.030	  0.049	  0.060	  0.065
       0:01.570	 -0.016	  0.012	  0.029	  0.049	  0.060	  0.066
       0:01.571	 -0.008	  0.017	  0.027	  0.048	  0.059	  0.065
       0:01.572	  0.001	  0.023	  0.026	  0.047	  0.055	  0.061
       0:01.573	  0.008	  0.030	  0.026	  0.046	  0.050	  0.054
       0:01.574	  0.009	  0.038	  0.026	  0.044	  0.044	  0.048
       0:01.575	  0.010	  0.043	  0.026	  0.041	  0.037	  0.039
       0:01.576	  0.014	  0.049	  0.027	  0.040	  0.030	  0.031
       0:01.577	  0.020	  0.052	  0.030	  0.038	  0.024	  0.026
       0:01.578	  0.021	  0.052	  0.031	  0.036	  0.018	  0.022
       0:01.579	  0.023	  0.050	  0.033	  0.036	  0.016	  0.021
       0:01.580	  0.028	  0.045	  0.035	  0.036	  0.016	  0.023
       0:01.581	  0.036	  0.039	  0.036	  0.040	  0.020	  0.029
       0:01.582	  0.041	  0.034	  0.040	  0.045	  0.027	  0.038
       0:01.583	  0.043	  0.029	  0.044	  0.051	  0.037	  0.049
       0:01.584	  0.044	  0.026	  0.048	  0.059	  0.050	  0.061
       0:01.585	  0.046	  0.021	  0.051	  0.065	  0.060	  0.073
       0:01.586	  0.048	  0.017	  0.051	  0.069	  0.069	  0.081
       0:01.587	  0.051	  0.012	  0.051	  0.071	  0.074	  0.087
       0:01.588	  0.057	  0.009	  0.048	  0.071	  0.075	  0.090
       0:01.589	  0.057	  0.009	  0.045	  0.069	  0.074	  0.090
       0:01.590	  0.055	  0.011	  0.042	  0.067	  0.071	  0.086
       0:01.591	  0.052	  0.015	  0.039	  0.064	  0.067	  0.079
       0:01.592	  0.056	  0.018	  0.034	  0.059	  0.061	  0.071
       0:01.593	  0.065	  0.022	  0.031	  0.054	  0.056	  0.062
       0:01.594	  0.069	  0.026	  0.027	  0.048	  0.050	  0.053
       0:01.595	  0.070	  0.030	  0.026	  0.045	  0.046	  0.045
       0:01.596	  0.075	  0.036	  0.027	  0.041	  0.044	  0.040
       0:01.597	  0.080	  0.041	  0.029	  0.041	  0.044	  0.036
       0:01.598	  0.083	  0.046	  0.032	  0.042	  0.045	  0.035
       0:01.599	  0.085	  0.046	  0.035	  0.044	  0.048	  0.037
       0:01.600	  0.087	  0.045	  0.037	  0.047	  0.051	  0.041
       0:01.601	  0.089	  0.042	  0.040	  0.051	  0.057	  0.047
       0:01.602	  0.091	  0.039	  0.042	  0.057	  0.064	  0.054
       0:01.603	  0.088	  0.035	  0.046	  0.064	  0.072	  0.065
       0:01.604	  0.089	  0.031	  0.049	  0.071	  0.081	  0.074
       0:01.605	  0.096	  0.025	  0.051	  0.076	  0.089	  0.083
       0:01.606	  0.099	  0.018	  0.051	  0.079	  0.094	  0.090
       0:01.607	  0.100	  0.012	  0.051	  0.080	  0.096	  0.093
       0:01.608	  0.100	  0.008	  0.048	  0.078	  0.095	  0.095
       0:01.609	  0.099	  0.006	  0.045	  0.076	  0.092	  0.092
       0:01.610	  0.101	  0.008	  0.042	  0.073	  0.088	  0.087
       0:01.611	  0.104	  0.013	  0.039	  0.069	  0.082	  0.080
       0:01.612	  0.104	  0.018	  0.035	  0.065	  0.075	  0.070
       0:01.613	  0.103	  0.022	  0.032	  0.059	  0.066	  0.061
       0:01.614	  0.102	  0.027	  0.031	  0.054	  0.057	  0.051
       0:01.615	  0.098	  0.032	  0.029	  0.049	  0.051	  0.042
       0:01.616	  0.098	  0.037	  0.029	  0.045	  0.044	  0.033
       0:01.617	  0.099	  0.039	  0.029	  0.040	  0.041	  0.028
       0:01.618	  0.097	  0.039	  0.029	  0.037	  0.038	  0.022
       0:01.619	  0.092	  0.036	  0.027	  0.035	  0.038	  0.019
       0:01.620	  0.086	  0.032	  0.026	  0.035	  0.038	  0.019
       0:01.621	  0.087	  0.027	  0.025	  0.036	  0.040	  0.022
       0:01.622	  0.087	  0.021	  0.026	  0.040	  0.044	  0.028
       0:01.623	  0.083	  0.016	  0.026	  0.043	  0.047	  0.035
       0:01.624	  0.077	  0.009	  0.027	  0.046	  0.051	  0.043
       0:01.625	  0.074	  0.002	  0.026	  0.046	  0.052	  0.049
       0:01.626	  0.070	 -0.007	  0.023	  0.046	  0.051	  0.054
       0:01.627	  0.061	 -0.015	  0.019	  0.041	  0.047	  0.054
       0:01.628	  0.053	 -0.022	  0.014	  0.036	  0.042	  0.053
       0:01.629	  0.049	 -0.026	  0.008	  0.030	  0.035	  0.049
       0:01.630	  0.043	 -0.027	  0.003	  0.022	  0.027	  0.043
       0:01.631	  0.032	 -0.025	 -0.003	  0.014	  0.020	  0.035
       0:01.632	  0.024	 -0.021	 -0.010	  0.006	  0.011	  0.023
       0:01.633	  0.020	 -0.017	 -0.016	 -0.004	  0.001	  0.011
       0:01.634	  0.011	 -0.012	 -0.021	 -0.014	 -0.009	 -0.002
       0:01.635	  0.002	 -0.008	 -0.025	 -0.023	 -0.018	 -0.016
       0:01.636	 -0.002	 -0.003	 -0.027	 -0.030	 -0.027	 -0.028
       0:01.637	 -0.005	 -0.001	 -0.028	 -0.034	 -0.034	 -0.038
       0:01.638	 -0.012	  0.000	 -0.028	 -0.037	 -0.040	 -0.046
       0:01.639	 -0.023	 -0.002	 -0.028	 -0.037	 -0.044	 -0.049
       0:01.640	 -0.035	 -0.006	 -0.028	 -0.037	 -0.046	 -0.051
       0:01.641	 -0.039	 -0.012	 -0.027	 -0.035	 -0.046	 -0.049
       0:01.642	 -0.040	 -0.018	 -0.026	 -0.031	 -0.043	 -0.043
       0:01.643	 -0.052	 -0.022	 -0.024	 -0.025	 -0.038	 -0.035
       0:01.644	 -0.060	 -0.028	 -0.022	 -0.020	 -0.033	 -0.025
       0:01.645	 -0.064	 -0.034	 -0.021	 -0.016	 -0.025	 -0.015
       0:01.646	 -0.069	 -0.039	 -0.021	 -0.013	 -0.020	 -0.007
       0:01.647	 -0.070	 -0.043	 -0.024	 -0.013	 -0.016	 -0.002
       0:01.648	 -0.071	 -0.045	 -0.026	 -0.013	 -0.015	  0.001
       0:01.649	 -0.077	 -0.044	 -0.027	 -0.014	 -0.014	  0.001
       0:01.650	 -0.085	 -0.039	 -0.027	 -0.015	 -0.015	 -0.002
       0:01.651	 -0.087	 -0.032	 -0.027	 -0.016	 -0.018	 -0.007
       0:01.652	 -0.088	 -0.025	 -0.028	 -0.017	 -0.022	 -0.015
       0:01.653	 -0.092	 -0.019	 -0.028	 -0.020	 -0.030	 -0.024
       0:01.654	 -0.100	 -0.012	 -0.030	 -0.023	 -0.037	 -0.035
       0:01.655	 -0.105	 -0.006	 -0.032	 -0.026	 -0.044	 -0.046
       0:01.656	 -0.105	  0.001	 -0.033	 -0.027	 -0.053	 -0.054
       0:01.657	 -0.101	  0.006	 -0.031	 -0.027	 -0.057	 -0.061
       0:01.658	 -0.102	  0.009	 -0.029	 -0.026	 -0.063	 -0.065
       0:01.659	 -0.110	  0.009	 -0.027	 -0.024	 -0.064	 -0.066
       0:01.660	 -0.116	  0.006	 -0.023	 -0.021	 -0.062	 -0.065
       0:01.661	 -0.117	  0.002	 -0.019	 -0.017	 -0.057	 -0.060
       0:01.662	 -0.118	 -0.003	 -0.014	 -0.012	 -0.049	 -0.053
       0:01.663	 -0.126	 -0.007	 -0.010	 -0.007	 -0.039	 -0.041
       0:01.664	 -0.136	 -0.011	 -0.005	 -0.002	 -0.028	 -0.029
       0:01.665	 -0.139	 -0.016	 -0.002	  0.001	 -0.018	 -0.018
       0:01.666	 -0.143	 -0.020	 -0.001	  0.003	 -0.012	 -0.007
       0:01.667	 -0.149	 -0.023	 -0.001	  0.003	 -0.008	  0.000
       0:01.668	 -0.153	 -0.025	 -0.001	  0.003	 -0.006	  0.005
       0:01.669	 -0.155	 -0.022	 -0.003	  0.002	 -0.007	  0.006
       0:01.670	 -0.160	 -0.019	 -0.003	  0.001	 -0.009	  0.006
       0:01.671	 -0.163	 -0.014	 -0.005	  0.000	 -0.013	  0.003
       0:01.672	 -0.166	 -0.009	 -0.008	 -0.002	 -0.019	 -0.004
       0:01.673	 -0.167	 -0.005	 -0.012	 -0.006	 -0.026	 -0.014
       0:01.674	 -0.171	 -0.001	 -0.016	 -0.009	 -0.035	 -0.025
       0:01.675	 -0.173	  0.005	 -0.019	 -0.012	 -0.042	 -0.035
       0:01.676	 -0.176	  0.010	 -0.020	 -0.016	 -0.047	 -0.045
       0:01.677	 -0.179	  0.016	 -0.021	 -0.016	 -0.051	 -0.051
       0:01.678	 -0.184	  0.019	 -0.019	 -0.016	 -0.051	 -0.055
       0:01.679	 -0.186	  0.020	 -0.018	 -0.016	 -0.050	 -0.055
       0:01.680	 -0.187	  0.018	 -0.016	 -0.015	 -0.047	 -0.054
       0:01.681	 -0.186	  0.014	 -0.014	 -0.014	 -0.043	 -0.048
       0:01.682	 -0.183	  0.009	 -0.011	 -0.012	 -0.036	 -0.041
       0:01.683	 -0.189	  0.004	 -0.008	 -0.008	 -0.028	 -0.031
       0:01.684	 -0.196	 -0.002	 -0.004	 -0.004	 -0.020	 -0.021
       0:01.685	 -0.192	 -0.009	 -0.003	 -0.001	 -0.011	 -0.011
       0:01.686	 -0.190	 -0.018	 -0.003	 -0.001	 -0.006	 -0.005
       0:01.687	 -0.195	 -0.026	 -0.006	 -0.002	 -0.003	  0.000
       0:01.688	 -0.201	 -0.031	 -0.009	 -0.004	 -0.003	  0.000
       0:01.689	 -0.204	 -0.033	 -0.012	 -0.007	 -0.005	 -0.002
       0:01.690	 -0.198	 -0.032	 -0.015	 -0.009	 -0.008	 -0.007
       0:01.691	 -0.196	 -0.029	 -0.017	 -0.011	 -0.012	 -0.013
       0:01.692	 -0.199	 -0.024	 -0.020	 -0.014	 -0.019	 -0.021
       0:01.693	 -0.199	 -0.019	 -0.024	 -0.018	 -0.027	 -0.029
       0:01.694	 -0.199	 -0.015	 -0.027	 -0.024	 -0.036	 -0.040
       0:01.695	 -0.200	 -0.011	 -0.029	 -0.029	 -0.046	 -0.049
       0:01.696	 -0.201	 -0.008	 -0.031	 -0.033	 -0.054	 -0.058
       0:01.697	 -0.203	 -0.005	 -0.031	 -0.035	 -0.060	 -0.065
       0:01.698	 -0.207	 -0.003	 -0.029	 -0.036	 -0.063	 -0.068
       0:01.699	 -0.211	 -0.005	 -0.026	 -0.034	 -0.064	 -0.069
       0:01.700	 -0.211	 -0.009	 -0.025	 -0.031	 -0.060	 -0.066
       0:01.701	 -0.210	 -0.014	 -0.021	 -0.027	 -0.056	 -0.060
       0:01.702	 -0.213	 -0.020	 -0.018	 -0.022	 -0.050	 -0.052
       0:01.703	 -0.217	 -0.026	 -0.014	 -0.017	 -0.042	 -0.042
       0:01.704	 -0.220	 -0.031	 -0.012	 -0.012	 -0.034	 -0.032
       0:01.705	 -0.226	 -0.037	 -0.012	 -0.009	 -0.030	 -0.024
       0:01.706	 -0.226	 -0.042	 -0.016	 -0.008	 -0.026	 -0.019
       0:01.707	 -0.224	 -0.049	 -0.021	 -0.009	 -0.026	 -0.018
       0:01.708	 -0.225	 -0.052	 -0.026	 -0.011	 -0.030	 -0.018
       0:01.709	 -0.228	 -0.052	 -0.031	 -0.014	 -0.033	 -0.019
       0:01.710	 -0.229	 -0.050	 -0.036	 -0.017	 -0.037	 -0.023
       0:01.711	 -0.227	 -0.046	 -0.040	 -0.020	 -0.042	 -0.026
       0:01.712	 -0.223	 -0.041	 -0.042	 -0.024	 -0.047	 -0.031
       0:01.713	 -0.216	 -0.036	 -0.045	 -0.028	 -0.054	 -0.038
       0:01.714	 -0.217	 -0.029	 -0.045	 -0.031	 -0.059	 -0.045
       0:01.715	 -0.222	 -0.021	 -0.043	 -0.033	 -0.063	 -0.050
       0:01.716	 -0.220	 -0.012	 -0.039	 -0.034	 -0.063	 -0.055
       0:01.717	 -0.217	 -0.005	 -0.034	 -0.032	 -0.063	 -0.057
       0:01.718	 -0.218	  0.001	 -0.029	 -0.030	 -0.060	 -0.057
       0:01.719	 -0.217	  0.002	 -0.026	 -0.028	 -0.057	 -0.057
       0:01.720	 -0.214	  0.001	 -0.024	 -0.025	 -0.053	 -0.054
       0:01.721	 -0.211	 -0.004	 -0.023	 -0.022	 -0.047	 -0.049
       0:01.722	 -0.205	 -0.009	 -0.020	 -0.018	 -0.041	 -0.042
       0:01.723	 -0.197	 -0.015	 -0.017	 -0.012	 -0.031	 -0.034
       0:01.724	 -0.194	 -0.019	 -0.014	 -0.006	 -0.020	 -0.025
       0:01.725	 -0.189	 -0.025	 -0.012	 -0.001	 -0.011	 -0.016
       0:01.726	 -0.187	 -0.031	 -0.012	  0.001	 -0.004	 -0.011
       0:01.727	 -0.184	 -0.036	 -0.016	  0.001	  0.001	 -0.007
       0:01.728	 -0.181	 -0.039	 -0.019	  0.000	  0.001	 -0.006
       0:01.729	 -0.181	 -0.039	 -0.022	 -0.004	 -0.001	 -0.007
       0:01.730	 -0.184	 -0.036	 -0.025	 -0.008	 -0.005	 -0.012
       0:01.731	 -0.184	 -0.031	 -0.026	 -0.012	 -0.010	 -0.019
       0:01.732	 -0.184	 -0.025	 -0.029	 -0.017	 -0.017	 -0.026
       0:01.733	 -0.187	 -0.019	 -0.030	 -0.023	 -0.025	 -0.036
       0:01.734	 -0.187	 -0.012	 -0.032	 -0.028	 -0.034	 -0.046
       0:01.735	 -0.184	 -0.006	 -0.033	 -0.033	 -0.043	 -0.055
       0:01.736	 -0.180	  0.001	 -0.033	 -0.036	 -0.050	 -0.063
       0:01.737	 -0.177	  0.006	 -0.032	 -0.037	 -0.055	 -0.069
       0:01.738	 -0.179	  0.007	 -0.031	 -0.038	 -0.058	 -0.072
       0:01.739	 -0.179	  0.005	 -0.031	 -0.037	 -0.059	 -0.074
       0:01.740	 -0.178	  0.000	 -0.032	 -0.035	 -0.057	 -0.074
       0:01.741	 -0.175	 -0.007	 -0.032	 -0.033	 -0.053	 -0.069
       0:01.742	 -0.175	 -0.015	 -0.031	 -0.029	 -0.046	 -0.063
       0:01.743	 -0.177	 -0.022	 -0.029	 -0.023	 -0.039	 -0.054
       0:01.744	 -0.176	 -0.031	 -0.026	 -0.018	 -0.030	 -0.044
       0:01.745	 -0.173	 -0.041	 -0.025	 -0.014	 -0.024	 -0.036
       0:01.746	 -0.172	 -0.049	 -0.025	 -0.011	 -0.019	 -0.029
       0:01.747	 -0.171	 -0.059	 -0.026	 -0.010	 -0.016	 -0.026
       0:01.748	 -0.163	 -0.063	 -0.027	 -0.011	 -0.014	 -0.025
       0:01.749	 -0.159	 -0.065	 -0.029	 -0.012	 -0.014	 -0.027
       0:01.750	 -0.159	 -0.062	 -0.031	 -0.014	 -0.016	 -0.030
       0:01.751	 -0.155	 -0.056	 -0.032	 -0.017	 -0.020	 -0.035
       0:01.752	 -0.151	 -0.051	 -0.034	 -0.022	 -0.025	 -0.041
       0:01.753	 -0.152	 -0.042	 -0.036	 -0.027	 -0.031	 -0.049
       0:01.754	 -0.152	 -0.036	 -0.038	 -0.033	 -0.038	 -0.059
       0:01.755	 -0.151	 -0.027	 -0.039	 -0.038	 -0.045	 -0.067
       0:01.756	 -0.145	 -0.019	 -0.038	 -0.041	 -0.049	 -0.074
       0:01.757	 -0.141	 -0.011	 -0.036	 -0.042	 -0.050	 -0.078
       0:01.758	 -0.141	 -0.006	 -0.031	 -0.043	 -0.049	 -0.078
       0:01.759	 -0.145	 -0.005	 -0.027	 -0.040	 -0.046	 -0.076
       0:01.760	 -0.143	 -0.006	 -0.025	 -0.038	 -0.041	 -0.070
       0:01.761	 -0.139	 -0.010	 -0.022	 -0.033	 -0.035	 -0.062
       0:01.762	 -0.138	 -0.014	 -0.018	 -0.027	 -0.026	 -0.050
       0:01.763	 -0.141	 -0.018	 -0.013	 -0.019	 -0.015	 -0.036
       0:01.764	 -0.141	 -0.022	 -0.009	 -0.011	 -0.004	 -0.022
       0:01.765	 -0.135	 -0.028	 -0.006	 -0.004	  0.006	 -0.008
       0:01.766	 -0.136	 -0.034	 -0.004	  0.000	  0.014	  0.001
       0:01.767	 -0.139	 -0.039	 -0.005	  0.003	  0.018	  0.008
       0:01.768	 -0.141	 -0.041	 -0.006	  0.004	  0.020	  0.010
       0:01.769	 -0.141	 -0.041	 -0.006	  0.003	  0.018	  0.010
       0:01.770	 -0.142	 -0.038	 -0.008	  0.001	  0.015	  0.006
       0:01.771	 -0.142	 -0.035	 -0.008	 -0.002	  0.009	  0.000
       0:01.772	 -0.142	 -0.029	 -0.010	 -0.007	  0.001	 -0.007
       0:01.773	 -0.141	 -0.022	 -0.012	 -0.013	 -0.008	 -0.016
       0:01.774	 -0.142	 -0.017	 -0.014	 -0.019	 -0.018	 -0.024
       0:01.775	 -0.148	 -0.010	 -0.014	 -0.023	 -0.026	 -0.032
       0:01.776	 -0.152	 -0.005	 -0.013	 -0.026	 -0.032	 -0.040
       0:01.777	 -0.152	  0.000	 -0.011	 -0.028	 -0.035	 -0.045
       0:01.778	 -0.151	  0.001	 -0.008	 -0.027	 -0.036	 -0.048
       0:01.779	 -0.151	 -0.001	 -0.006	 -0.026	 -0.034	 -0.049
       0:01.780	 -0.155	 -0.006	 -0.005	 -0.024	 -0.032	 -0.047
       0:01.781	 -0.158	 -0.012	 -0.004	 -0.021	 -0.028	 -0.043
       0:01.782	 -0.161	 -0.020	 -0.003	 -0.017	 -0.022	 -0.037
       0:01.783	 -0.168	 -0.028	 -0.002	 -0.013	 -0.016	 -0.029
       0:01.784	 -0.171	 -0.035	 -0.002	 -0.009	 -0.011	 -0.021
       0:01.785	 -0.170	 -0.044	 -0.002	 -0.006	 -0.006	 -0.015
       0:01.786	 -0.173	 -0.051	 -0.003	 -0.005	 -0.002	 -0.011
       0:01.787	 -0.177	 -0.058	 -0.005	 -0.006	 -0.001	 -0.009
       0:01.788	 -0.176	 -0.061	 -0.008	 -0.007	 -0.001	 -0.010
       0:01.789	 -0.178	 -0.061	 -0.010	 -0.008	 -0.001	 -0.012
       0:01.790	 -0.184	 -0.058	 -0.011	 -0.011	 -0.003	 -0.015
       0:01.791	 -0.192	 -0.052	 -0.013	 -0.012	 -0.008	 -0.019
       0:01.792	 -0.198	 -0.046	 -0.016	 -0.016	 -0.014	 -0.028
       0:01.793	 -0.200	 -0.041	 -0.021	 -0.021	 -0.022	 -0.037
       0:01.794	 -0.200	 -0.037	 -0.026	 -0.026	 -0.031	 -0.049
       0:01.795	 -0.208	 -0.033	 -0.031	 -0.032	 -0.040	 -0.060
       0:01.796	 -0.210	 -0.028	 -0.033	 -0.035	 -0.047	 -0.069
       0:01.797	 -0.208	 -0.024	 -0.033	 -0.036	 -0.051	 -0.075
       0:01.798	 -0.208	 -0.021	 -0.031	 -0.036	 -0.053	 -0.077
       0:01.799	 -0.213	 -0.019	 -0.027	 -0.033	 -0.052	 -0.075
       0:01.800	 -0.219	 -0.019	 -0.024	 -0.030	 -0.049	 -0.070
       0:01.801	 -0.219	 -0.020	 -0.021	 -0.026	 -0.043	 -0.063
       0:01.802	 -0.214	 -0.024	 -0.017	 -0.020	 -0.036	 -0.053
       0:01.803	 -0.212	 -0.029	 -0.013	 -0.014	 -0.026	 -0.043
       0:01.804	 -0.216	 -0.034	 -0.010	 -0.006	 -0.017	 -0.031
       0:01.805	 -0.219	 -0.040	 -0.008	 -0.001	 -0.008	 -0.021
       0:01.806	 -0.221	 -0.047	 -0.007	  0.002	 -0.002	 -0.013
       0:01.807	 -0.224	 -0.052	 -0.008	  0.002	  0.001	 -0.007
       0:01.808	 -0.222	 -0.056	 -0.009	  0.001	  0.002	 -0.004
       0:01.809	 -0.221	 -0.057	 -0.011	 -0.001	  0.002	 -0.004
       0:01.810	 -0.217	 -0.054	 -0.011	 -0.004	  0.001	 -0.005
       0:01.811	 -0.215	 -0.049	 -0.012	 -0.007	 -0.003	 -0.009
       0:01.812	 -0.214	 -0.042	 -0.014	 -0.011	 -0.008	 -0.015
       0:01.813	 -0.212	 -0.036	 -0.016	 -0.015	 -0.014	 -0.023
       0:01.814	 -0.211	 -0.031	 -0.018	 -0.019	 -0.022	 -0.034
       0:01.815	 -0.213	 -0.022	 -0.019	 -0.023	 -0.030	 -0.043
       0:01.816	 -0.214	 -0.016	 -0.019	 -0.024	 -0.035	 -0.049
       0:01.817	 -0.217	 -0.009	 -0.018	 -0.024	 -0.039	 -0.054
       0:01.818	 -0.220	 -0.006	 -0.015	 -0.022	 -0.040	 -0.056
       0:01.819	 -0.218	 -0.006	 -0.012	 -0.021	 -0.040	 -0.056
       0:01.820	 -0.217	 -0.011	 -0.011	 -0.019	 -0.039	 -0.054
       0:01.821	 -0.220	 -0.016	 -0.010	 -0.017	 -0.035	 -0.049
       0:01.822	 -0.223	 -0.022	 -0.008	 -0.015	 -0.029	 -0.045
       0:01.823	 -0.228	 -0.028	 -0.007	 -0.011	 -0.022	 -0.037
       0:01.824	 -0.231	 -0.034	 -0.006	 -0.007	 -0.013	 -0.029
       0:01.825	 -0.231	 -0.039	 -0.007	 -0.004	 -0.005	 -0.023
       0:01.826	 -0.232	 -0.046	 -0.008	 -0.002	  0.001	 -0.016
       0:01.827	 -0.236	 -0.051	 -0.011	 -0.001	  0.006	 -0.011
       0:01.828	 -0.238	 -0.053	 -0.014	  0.000	  0.009	 -0.007
       0:01.829	 -0.241	 -0.052	 -0.016	  0.001	  0.008	 -0.006
       0:01.830	 -0.242	 -0.048	 -0.018	  0.000	  0.007	 -0.006
       0:01.831	 -0.246	 -0.043	 -0.019	 -0.001	  0.004	 -0.010
       0:01.832	 -0.251	 -0.036	 -0.020	 -0.004	 -0.001	 -0.015
       0:01.833	 -0.248	 -0.029	 -0.021	 -0.007	 -0.007	 -0.023
       0:01.834	 -0.246	 -0.022	 -0.021	 -0.012	 -0.012	 -0.032
       0:01.835	 -0.250	 -0.014	 -0.020	 -0.016	 -0.018	 -0.040
       0:01.836	 -0.251	 -0.005	 -0.018	 -0.018	 -0.020	 -0.048
       0:01.837	 -0.247	  0.004	 -0.016	 -0.019	 -0.020	 -0.051
       0:01.838	 -0.244	  0.011	 -0.012	 -0.019	 -0.018	 -0.052
       0:01.839	 -0.246	  0.014	 -0.008	 -0.018	 -0.014	 -0.050
       0:01.840	 -0.246	  0.013	 -0.006	 -0.017	 -0.011	 -0.047
       0:01.841	 -0.244	  0.009	 -0.004	 -0.017	 -0.007	 -0.042
       0:01.842	 -0.242	  0.005	 -0.004	 -0.015	 -0.002	 -0.036
       0:01.843	 -0.241	 -0.002	 -0.003	 -0.012	  0.005	 -0.028
       0:01.844	 -0.237	 -0.010	 -0.001	 -0.009	  0.011	 -0.017
       0:01.845	 -0.235	 -0.018	  0.000	 -0.006	  0.018	 -0.006
       0:01.846	 -0.237	 -0.025	  0.001	 -0.003	  0.022	  0.004
       0:01.847	 -0.239	 -0.029	 -0.001	 -0.002	  0.026	  0.011
       0:01.848	 -0.236	 -0.032	 -0.002	 -0.001	  0.027	  0.016
       0:01.849	 -0.233	 -0.032	 -0.003	 -0.001	  0.027	  0.019
       0:01.850	 -0.233	 -0.029	 -0.004	 -0.002	  0.024	  0.018
       0:01.851	 -0.237	 -0.024	 -0.004	 -0.006	  0.020	  0.016
       0:01.852	 -0.240	 -0.019	 -0.007	 -0.009	  0.013	  0.011
       0:01.853	 -0.237	 -0.015	 -0.010	 -0.014	  0.005	  0.002
       0:01.854	 -0.237	 -0.011	 -0.012	 -0.020	 -0.005	 -0.007
       0:01.855	 -0.241	 -0.007	 -0.016	 -0.024	 -0.013	 -0.019
       0:01.856	 -0.241	 -0.004	 -0.018	 -0.028	 -0.020	 -0.028
       0:01.857	 -0.240	 -0.001	 -0.018	 -0.030	 -0.024	 -0.034
       0:01.858	 -0.241	 -0.001	 -0.018	 -0.031	 -0.026	 -0.037
       0:01.859	 -0.242	 -0.002	 -0.017	 -0.031	 -0.025	 -0.039
       0:01.860	 -0.244	 -0.006	 -0.018	 -0.031	 -0.022	 -0.037
       0:01.861	 -0.248	 -0.011	 -0.019	 -0.031	 -0.020	 -0.035
       0:01.862	 -0.253	 -0.018	 -0.020	 -0.030	 -0.015	 -0.031
       0:01.863	 -0.256	 -0.025	 -0.019	 -0.026	 -0.009	 -0.024
       0:01.864	 -0.256	 -0.030	 -0.018	 -0.022	 -0.003	 -0.015
       0:01.865	 -0.255	 -0.035	 -0.014	 -0.017	  0.003	 -0.005
       0:01.866	 -0.259	 -0.039	 -0.012	 -0.011	  0.009	  0.006
       0:01.867	 -0.264	 -0.041	 -0.010	 -0.007	  0.014	  0.014
       0:01.868	 -0.268	 -0.040	 -0.007	 -0.005	  0.018	  0.019
       0:01.869	 -0.273	 -0.038	 -0.005	 -0.003	  0.020	  0.022
       0:01.870	 -0.274	 -0.031	 -0.002	 -0.002	  0.020	  0.021
       0:01.871	 -0.272	 -0.025	  0.001	 -0.004	  0.019	  0.018
       0:01.872	 -0.273	 -0.018	  0.003	 -0.005	  0.015	  0.011
       0:01.873	 -0.272	 -0.011	  0.003	 -0.008	  0.011	  0.002
       0:01.874	 -0.273	 -0.005	  0.003	 -0.011	  0.006	 -0.007
       0:01.875	 -0.276	  0.001	  0.003	 -0.014	  0.001	 -0.015
       0:01.876	 -0.273	  0.008	  0.003	 -0.016	 -0.002	 -0.021
       0:01.877	 -0.271	  0.012	  0.004	 -0.016	 -0.004	 -0.022
       0:01.878	 -0.274	  0.015	  0.006	 -0.016	 -0.003	 -0.021
       0:01.879	 -0.271	  0.015	  0.007	 -0.015	 -0.001	 -0.018
       0:01.880	 -0.265	  0.011	  0.008	 -0.014	  0.002	 -0.013
       0:01.881	 -0.261	  0.005	  0.008	 -0.014	  0.006	 -0.008
