   Elapsed time	     V5	     V2
       0:09.211	 -0.325	 -0.215
       0:09.214	 -0.320	 -0.195
       0:09.217	 -0.310	 -0.205
       0:09.219	 -0.315	 -0.210
       0:09.222	 -0.320	 -0.230
       0:09.225	 -0.320	 -0.235
       0:09.228	 -0.335	 -0.220
       0:09.231	 -0.325	 -0.210
       0:09.233	 -0.320	 -0.215
       0:09.236	 -0.325	 -0.210
       0:09.239	 -0.330	 -0.220
       0:09.242	 -0.340	 -0.235
       0:09.244	 -0.335	 -0.220
       0:09.247	 -0.335	 -0.215
       0:09.250	 -0.325	 -0.215
       0:09.253	 -0.320	 -0.215
       0:09.256	 -0.340	 -0.235
       0:09.258	 -0.350	 -0.240
       0:09.261	 -0.350	 -0.225
       0:09.264	 -0.345	 -0.215
       0:09.267	 -0.335	 -0.220
       0:09.269	 -0.350	 -0.215
       0:09.272	 -0.350	 -0.235
       0:09.275	 -0.355	 -0.240
       0:09.278	 -0.355	 -0.235
       0:09.281	 -0.355	 -0.210
       0:09.283	 -0.335	 -0.225
       0:09.286	 -0.350	 -0.215
       0:09.289	 -0.350	 -0.230
       0:09.292	 -0.365	 -0.225
       0:09.294	 -0.360	 -0.225
       0:09.297	 -0.355	 -0.215
       0:09.300	 -0.345	 -0.215
       0:09.303	 -0.345	 -0.220
       0:09.306	 -0.355	 -0.220
       0:09.308	 -0.355	 -0.220
       0:09.311	 -0.355	 -0.210
       0:09.314	 -0.345	 -0.190
       0:09.317	 -0.325	 -0.185
       0:09.319	 -0.325	 -0.185
       0:09.322	 -0.335	 -0.175
       0:09.325	 -0.345	 -0.175
       0:09.328	 -0.335	 -0.160
       0:09.331	 -0.335	 -0.145
       0:09.333	 -0.310	 -0.145
       0:09.336	 -0.330	 -0.145
       0:09.339	 -0.325	 -0.155
       0:09.342	 -0.315	 -0.140
       0:09.344	 -0.305	 -0.085
       0:09.347	 -0.290	  0.080
       0:09.350	 -0.240	  0.415
       0:09.353	 -0.225	  0.745
       0:09.356	 -0.185	  0.745
       0:09.358	 -0.100	  0.515
       0:09.361	  0.110	  0.310
       0:09.364	  0.475	  0.245
       0:09.367	  0.760	  0.200
       0:09.369	  0.730	  0.125
       0:09.372	  0.445	  0.045
       0:09.375	  0.180	 -0.020
       0:09.378	  0.080	 -0.110
       0:09.381	  0.085	 -0.220
       0:09.383	  0.110	 -0.365
       0:09.386	  0.110	 -0.540
       0:09.389	  0.100	 -0.730
       0:09.392	  0.100	 -0.915
       0:09.394	  0.100	 -1.125
       0:09.397	  0.115	 -1.285
       0:09.400	  0.130	 -1.425
       0:09.403	  0.130	 -1.580
       0:09.406	  0.090	 -1.730
       0:09.408	  0.060	 -1.890
       0:09.411	  0.040	 -2.050
       0:09.414	  0.055	 -2.235
       0:09.417	  0.045	 -2.440
       0:09.419	  0.050	 -2.620
       0:09.422	  0.030	 -2.740
       0:09.425	 -0.005	 -2.835
       0:09.428	 -0.030	 -2.940
       0:09.431	 -0.065	 -3.025
       0:09.433	 -0.075	 -3.095
       0:09.436	 -0.140	 -3.145
       0:09.439	 -0.200	 -3.185
       0:09.442	 -0.235	 -3.225
       0:09.444	 -0.280	 -3.245
       0:09.447	 -0.325	 -3.235
       0:09.450	 -0.375	 -3.240
       0:09.453	 -0.450	 -3.255
       0:09.456	 -0.525	 -3.270
       0:09.458	 -0.580	 -3.270
       0:09.461	 -0.570	 -3.250
       0:09.464	 -0.530	 -3.235
       0:09.467	 -0.470	 -3.205
       0:09.469	 -0.440	 -3.190
       0:09.472	 -0.425	 -3.150
       0:09.475	 -0.415	 -3.075
       0:09.478	 -0.425	 -2.960
       0:09.481	 -0.440	 -2.840
       0:09.483	 -0.440	 -2.730
       0:09.486	 -0.450	 -2.565
       0:09.489	 -0.465	 -2.415
       0:09.492	 -0.465	 -2.220
       0:09.494	 -0.440	 -2.015
       0:09.497	 -0.410	 -1.800
       0:09.500	 -0.370	 -1.580
       0:09.503	 -0.350	 -1.325
       0:09.506	 -0.355	 -1.115
       0:09.508	 -0.385	 -0.905
       0:09.511	 -0.400	 -0.685
       0:09.514	 -0.410	 -0.480
       0:09.517	 -0.405	 -0.295
       0:09.519	 -0.415	 -0.115
       0:09.522	 -0.435	  0.035
       0:09.525	 -0.450	  0.195
       0:09.528	 -0.450	  0.335
       0:09.531	 -0.440	  0.475
       0:09.533	 -0.430	  0.565
       0:09.536	 -0.435	  0.635
       0:09.539	 -0.430	  0.700
       0:09.542	 -0.440	  0.740
       0:09.544	 -0.420	  0.795
       0:09.547	 -0.410	  0.850
       0:09.550	 -0.395	  0.890
       0:09.553	 -0.390	  0.940
       0:09.556	 -0.395	  0.950
       0:09.558	 -0.400	  0.995
       0:09.561	 -0.395	  1.045
       0:09.564	 -0.375	  1.090
       0:09.567	 -0.375	  1.105
       0:09.569	 -0.375	  1.135
       0:09.572	 -0.380	  1.165
       0:09.575	 -0.375	  1.180
       0:09.578	 -0.370	  1.235
       0:09.581	 -0.360	  1.270
       0:09.583	 -0.340	  1.305
       0:09.586	 -0.355	  1.330
       0:09.589	 -0.360	  1.355
       0:09.592	 -0.370	  1.385
       0:09.594	 -0.345	  1.425
       0:09.597	 -0.345	  1.480
       0:09.600	 -0.330	  1.495
       0:09.603	 -0.335	  1.530
       0:09.606	 -0.330	  1.540
       0:09.608	 -0.340	  1.565
       0:09.611	 -0.330	  1.610
       0:09.614	 -0.340	  1.645
       0:09.617	 -0.330	  1.685
       0:09.619	 -0.320	  1.705
       0:09.622	 -0.310	  1.730
       0:09.625	 -0.325	  1.745
       0:09.628	 -0.325	  1.790
       0:09.631	 -0.305	  1.825
       0:09.633	 -0.290	  1.850
       0:09.636	 -0.290	  1.875
       0:09.639	 -0.295	  1.875
       0:09.642	 -0.300	  1.910
       0:09.644	 -0.295	  1.935
       0:09.647	 -0.290	  1.955
       0:09.650	 -0.260	  1.970
       0:09.653	 -0.265	  1.975
       0:09.656	 -0.275	  1.975
       0:09.658	 -0.275	  1.975
       0:09.661	 -0.275	  1.990
       0:09.664	 -0.255	  1.995
       0:09.667	 -0.230	  1.995
       0:09.669	 -0.245	  1.990
       0:09.672	 -0.250	  1.970
       0:09.675	 -0.250	  1.945
       0:09.678	 -0.240	  1.930
       0:09.681	 -0.230	  1.920
       0:09.683	 -0.225	  1.890
       0:09.686	 -0.225	  1.855
       0:09.689	 -0.235	  1.810
       0:09.692	 -0.225	  1.765
       0:09.694	 -0.210	  1.730
       0:09.697	 -0.210	  1.695
       0:09.700	 -0.205	  1.655
       0:09.703	 -0.200	  1.595
       0:09.706	 -0.205	  1.525
       0:09.708	 -0.215	  1.465
       0:09.711	 -0.205	  1.425
       0:09.714	 -0.195	  1.355
       0:09.717	 -0.200	  1.305
       0:09.719	 -0.205	  1.230
       0:09.722	 -0.210	  1.155
       0:09.725	 -0.215	  1.095
       0:09.728	 -0.230	  1.055
       0:09.731	 -0.210	  1.000
       0:09.733	 -0.195	  0.955
       0:09.736	 -0.210	  0.895
       0:09.739	 -0.225	  0.820
       0:09.742	 -0.225	  0.760
       0:09.744	 -0.225	  0.705
       0:09.747	 -0.230	  0.660
       0:09.750	 -0.235	  0.605
       0:09.753	 -0.240	  0.555
       0:09.756	 -0.245	  0.490
       0:09.758	 -0.255	  0.440
       0:09.761	 -0.255	  0.415
       0:09.764	 -0.255	  0.385
       0:09.767	 -0.250	  0.350
       0:09.769	 -0.255	  0.300
       0:09.772	 -0.270	  0.260
       0:09.775	 -0.290	  0.215
       0:09.778	 -0.285	  0.195
       0:09.781	 -0.285	  0.185
       0:09.783	 -0.280	  0.155
       0:09.786	 -0.295	  0.120
       0:09.789	 -0.300	  0.085
       0:09.792	 -0.315	  0.065
       0:09.794	 -0.325	  0.055
       0:09.797	 -0.310	  0.050
       0:09.800	 -0.300	  0.030
       0:09.803	 -0.300	  0.015
       0:09.806	 -0.310	 -0.010
       0:09.808	 -0.330	 -0.015
       0:09.811	 -0.330	 -0.025
       0:09.814	 -0.320	 -0.025
       0:09.817	 -0.325	 -0.030
       0:09.819	 -0.315	 -0.040
       0:09.822	 -0.325	 -0.060
       0:09.825	 -0.335	 -0.075
       0:09.828	 -0.340	 -0.070
       0:09.831	 -0.335	 -0.060
       0:09.833	 -0.325	 -0.075
       0:09.836	 -0.325	 -0.075
       0:09.839	 -0.325	 -0.075
       0:09.842	 -0.340	 -0.095
       0:09.844	 -0.340	 -0.075
       0:09.847	 -0.340	 -0.060
       0:09.850	 -0.330	 -0.070
       0:09.853	 -0.330	 -0.065
       0:09.856	 -0.335	 -0.075
       0:09.858	 -0.335	 -0.070
       0:09.861	 -0.340	 -0.065
       0:09.864	 -0.335	 -0.060
       0:09.867	 -0.335	 -0.055
       0:09.869	 -0.330	 -0.055
       0:09.872	 -0.335	 -0.060
       0:09.875	 -0.335	 -0.070
       0:09.878	 -0.345	 -0.060
       0:09.881	 -0.340	 -0.030
       0:09.883	 -0.320	 -0.040
       0:09.886	 -0.310	 -0.045
       0:09.889	 -0.330	 -0.045
       0:09.892	 -0.350	 -0.060
       0:09.894	 -0.340	 -0.035
       0:09.897	 -0.330	 -0.025
       0:09.900	 -0.335	 -0.030
       0:09.903	 -0.315	 -0.025
       0:09.906	 -0.320	 -0.025
       0:09.908	 -0.335	 -0.040
       0:09.911	 -0.330	 -0.020
       0:09.914	 -0.330	 -0.010
       0:09.917	 -0.325	 -0.025
       0:09.919	 -0.320	 -0.035
       0:09.922	 -0.330	 -0.030
       0:09.925	 -0.330	 -0.030
       0:09.928	 -0.345	 -0.025
       0:09.931	 -0.335	 -0.015
       0:09.933	 -0.330	 -0.030
       0:09.936	 -0.335	 -0.040
       0:09.939	 -0.340	 -0.040
       0:09.942	 -0.340	 -0.050
       0:09.944	 -0.340	 -0.040
       0:09.947	 -0.350	 -0.035
       0:09.950	 -0.340	 -0.040
       0:09.953	 -0.340	 -0.045
       0:09.956	 -0.350	 -0.065
       0:09.958	 -0.355	 -0.070
       0:09.961	 -0.345	 -0.085
       0:09.964	 -0.340	 -0.060
       0:09.967	 -0.335	 -0.070
       0:09.969	 -0.350	 -0.085
       0:09.972	 -0.355	 -0.100
       0:09.975	 -0.355	 -0.105
       0:09.978	 -0.380	 -0.105
       0:09.981	 -0.370	 -0.105
       0:09.983	 -0.355	 -0.095
       0:09.986	 -0.350	 -0.115
       0:09.989	 -0.370	 -0.115
       0:09.992	 -0.370	 -0.135
       0:09.994	 -0.360	 -0.115
       0:09.997	 -0.360	 -0.125
       0:10.000	 -0.355	 -0.135
       0:10.003	 -0.355	 -0.135
       0:10.006	 -0.360	 -0.155
       0:10.008	 -0.375	 -0.175
       0:10.011	 -0.370	 -0.160
       0:10.014	 -0.365	 -0.150
       0:10.017	 -0.355	 -0.160
       0:10.019	 -0.365	 -0.155
       0:10.022	 -0.380	 -0.170
       0:10.025	 -0.395	 -0.175
       0:10.028	 -0.380	 -0.170
       0:10.031	 -0.380	 -0.170
       0:10.033	 -0.380	 -0.170
       0:10.036	 -0.375	 -0.180
       0:10.039	 -0.380	 -0.185
       0:10.042	 -0.395	 -0.190
       0:10.044	 -0.395	 -0.190
       0:10.047	 -0.390	 -0.180
       0:10.050	 -0.370	 -0.190
       0:10.053	 -0.375	 -0.195
       0:10.056	 -0.385	 -0.210
       0:10.058	 -0.395	 -0.210
       0:10.061	 -0.395	 -0.190
       0:10.064	 -0.385	 -0.200
       0:10.067	 -0.375	 -0.195
       0:10.069	 -0.375	 -0.195
       0:10.072	 -0.375	 -0.210
       0:10.075	 -0.405	 -0.220
       0:10.078	 -0.395	 -0.210
       0:10.081	 -0.385	 -0.195
       0:10.083	 -0.375	 -0.215
       0:10.086	 -0.380	 -0.215
       0:10.089	 -0.380	 -0.225
       0:10.092	 -0.395	 -0.225
       0:10.094	 -0.405	 -0.215
       0:10.097	 -0.395	 -0.210
       0:10.100	 -0.385	 -0.225
       0:10.103	 -0.380	 -0.215
       0:10.106	 -0.395	 -0.230
       0:10.108	 -0.400	 -0.230
       0:10.111	 -0.405	 -0.240
       0:10.114	 -0.400	 -0.210
       0:10.117	 -0.385	 -0.210
       0:10.119	 -0.395	 -0.220
       0:10.122	 -0.395	 -0.245
       0:10.125	 -0.410	 -0.230
       0:10.128	 -0.405	 -0.235
       0:10.131	 -0.405	 -0.225
       0:10.133	 -0.400	 -0.225
       0:10.136	 -0.395	 -0.230
       0:10.139	 -0.400	 -0.245
       0:10.142	 -0.395	 -0.240
       0:10.144	 -0.400	 -0.225
       0:10.147	 -0.385	 -0.210
       0:10.150	 -0.370	 -0.225
       0:10.153	 -0.380	 -0.230
       0:10.156	 -0.385	 -0.235
       0:10.158	 -0.395	 -0.235
       0:10.161	 -0.400	 -0.225
       0:10.164	 -0.400	 -0.230
       0:10.167	 -0.390	 -0.220
       0:10.169	 -0.380	 -0.220
       0:10.172	 -0.400	 -0.235
       0:10.175	 -0.395	 -0.240
       0:10.178	 -0.390	 -0.235
       0:10.181	 -0.375	 -0.230
       0:10.183	 -0.385	 -0.225
       0:10.186	 -0.390	 -0.230
       0:10.189	 -0.385	 -0.235
       0:10.192	 -0.400	 -0.245
       0:10.194	 -0.385	 -0.230
       0:10.197	 -0.380	 -0.215
       0:10.200	 -0.370	 -0.225
       0:10.203	 -0.385	 -0.225
       0:10.206	 -0.385	 -0.240
       0:10.208	 -0.400	 -0.240
       0:10.211	 -0.390	 -0.230
       0:10.214	 -0.380	 -0.220
       0:10.217	 -0.370	 -0.210
       0:10.219	 -0.370	 -0.200
       0:10.222	 -0.375	 -0.215
       0:10.225	 -0.380	 -0.195
       0:10.228	 -0.360	 -0.140
       0:10.231	 -0.350	 -0.010
       0:10.233	 -0.320	  0.285
       0:10.236	 -0.305	  0.665
       0:10.239	 -0.275	  0.835
       0:10.242	 -0.225	  0.675
       0:10.244	 -0.095	  0.415
       0:10.247	  0.210	  0.285
       0:10.250	  0.585	  0.220
       0:10.253	  0.710	  0.150
       0:10.256	  0.525	  0.080
       0:10.258	  0.220	  0.010
       0:10.261	  0.050	 -0.060
       0:10.264	  0.035	 -0.135
       0:10.267	  0.050	 -0.255
       0:10.269	  0.045	 -0.400
       0:10.272	  0.025	 -0.555
       0:10.275	  0.015	 -0.720
       0:10.278	  0.015	 -0.910
       0:10.281	  0.015	 -1.100
       0:10.283	  0.025	 -1.280
       0:10.286	  0.030	 -1.425
       0:10.289	  0.010	 -1.575
       0:10.292	 -0.010	 -1.710
       0:10.294	 -0.025	 -1.855
       0:10.297	 -0.040	 -2.005
       0:10.300	 -0.020	 -2.200
       0:10.303	 -0.025	 -2.415
       0:10.306	 -0.030	 -2.590
       0:10.308	 -0.050	 -2.710
       0:10.311	 -0.075	 -2.810
       0:10.314	 -0.085	 -2.895
       0:10.317	 -0.105	 -2.980
       0:10.319	 -0.135	 -3.075
       0:10.322	 -0.190	 -3.160
       0:10.325	 -0.255	 -3.210
       0:10.328	 -0.325	 -3.235
       0:10.331	 -0.400	 -3.235
       0:10.333	 -0.440	 -3.260
       0:10.336	 -0.500	 -3.275
       0:10.339	 -0.580	 -3.290
       0:10.342	 -0.670	 -3.290
       0:10.344	 -0.720	 -3.300
       0:10.347	 -0.700	 -3.280
       0:10.350	 -0.650	 -3.270
       0:10.353	 -0.595	 -3.265
       0:10.356	 -0.565	 -3.260
       0:10.358	 -0.525	 -3.240
       0:10.361	 -0.500	 -3.185
       0:10.364	 -0.500	 -3.100
       0:10.367	 -0.490	 -3.000
       0:10.369	 -0.505	 -2.875
       0:10.372	 -0.510	 -2.720
       0:10.375	 -0.520	 -2.525
       0:10.378	 -0.500	 -2.305
       0:10.381	 -0.480	 -2.050
       0:10.383	 -0.435	 -1.790
       0:10.386	 -0.390	 -1.530
       0:10.389	 -0.375	 -1.285
       0:10.392	 -0.380	 -1.035
       0:10.394	 -0.395	 -0.800
       0:10.397	 -0.400	 -0.585
       0:10.400	 -0.410	 -0.375
       0:10.403	 -0.430	 -0.165
       0:10.406	 -0.440	  0.000
       0:10.408	 -0.450	  0.175
       0:10.411	 -0.445	  0.355
       0:10.414	 -0.445	  0.495
       0:10.417	 -0.430	  0.580
       0:10.419	 -0.440	  0.650
       0:10.422	 -0.440	  0.710
       0:10.425	 -0.445	  0.755
       0:10.428	 -0.445	  0.805
       0:10.431	 -0.440	  0.845
       0:10.433	 -0.430	  0.880
       0:10.436	 -0.420	  0.915
       0:10.439	 -0.430	  0.935
       0:10.442	 -0.430	  0.970
       0:10.444	 -0.430	  1.005
       0:10.447	 -0.415	  1.050
       0:10.450	 -0.420	  1.080
       0:10.453	 -0.420	  1.100
       0:10.456	 -0.420	  1.120
       0:10.458	 -0.430	  1.145
       0:10.461	 -0.410	  1.180
       0:10.464	 -0.425	  1.220
       0:10.467	 -0.400	  1.245
       0:10.469	 -0.400	  1.270
       0:10.472	 -0.405	  1.280
       0:10.475	 -0.415	  1.315
       0:10.478	 -0.415	  1.360
       0:10.481	 -0.405	  1.390
       0:10.483	 -0.390	  1.430
       0:10.486	 -0.405	  1.460
       0:10.489	 -0.405	  1.485
       0:10.492	 -0.400	  1.515
       0:10.494	 -0.390	  1.550
       0:10.497	 -0.375	  1.595
       0:10.500	 -0.370	  1.620
       0:10.503	 -0.355	  1.660
       0:10.506	 -0.365	  1.690
       0:10.508	 -0.375	  1.720
       0:10.511	 -0.375	  1.765
       0:10.514	 -0.345	  1.800
       0:10.517	 -0.330	  1.830
       0:10.519	 -0.345	  1.860
       0:10.522	 -0.340	  1.875
       0:10.525	 -0.330	  1.900
       0:10.528	 -0.330	  1.935
       0:10.531	 -0.315	  1.970
       0:10.533	 -0.295	  1.990
       0:10.536	 -0.285	  2.010
       0:10.539	 -0.290	  2.020
       0:10.542	 -0.295	  2.005
       0:10.544	 -0.275	  2.015
       0:10.547	 -0.270	  2.035
       0:10.550	 -0.245	  2.025
       0:10.553	 -0.240	  2.020
       0:10.556	 -0.250	  1.985
       0:10.558	 -0.250	  1.965
       0:10.561	 -0.240	  1.950
       0:10.564	 -0.230	  1.945
       0:10.567	 -0.200	  1.900
       0:10.569	 -0.200	  1.865
       0:10.572	 -0.210	  1.810
       0:10.575	 -0.215	  1.765
       0:10.578	 -0.215	  1.715
       0:10.581	 -0.200	  1.675
       0:10.583	 -0.185	  1.620
       0:10.586	 -0.175	  1.560
       0:10.589	 -0.200	  1.475
       0:10.592	 -0.210	  1.400
       0:10.594	 -0.200	  1.345
       0:10.597	 -0.185	  1.280
       0:10.600	 -0.170	  1.205
       0:10.603	 -0.170	  1.130
       0:10.606	 -0.185	  1.035
       0:10.608	 -0.195	  0.965
       0:10.611	 -0.205	  0.910
       0:10.614	 -0.210	  0.840
       0:10.617	 -0.205	  0.775
       0:10.619	 -0.200	  0.720
       0:10.622	 -0.210	  0.640
       0:10.625	 -0.225	  0.585
       0:10.628	 -0.230	  0.540
       0:10.631	 -0.220	  0.505
       0:10.633	 -0.215	  0.460
       0:10.636	 -0.220	  0.410
       0:10.639	 -0.245	  0.355
       0:10.642	 -0.255	  0.325
       0:10.644	 -0.255	  0.295
       0:10.647	 -0.250	  0.255
       0:10.650	 -0.255	  0.225
       0:10.653	 -0.255	  0.215
       0:10.656	 -0.270	  0.170
       0:10.658	 -0.290	  0.135
       0:10.661	 -0.275	  0.130
       0:10.664	 -0.280	  0.130
       0:10.667	 -0.270	  0.115
       0:10.669	 -0.285	  0.090
       0:10.672	 -0.280	  0.080
       0:10.675	 -0.295	  0.060
       0:10.678	 -0.290	  0.055
       0:10.681	 -0.295	  0.070
       0:10.683	 -0.285	  0.035
       0:10.686	 -0.285	  0.040
       0:10.689	 -0.295	  0.030
       0:10.692	 -0.305	  0.025
       0:10.694	 -0.315	  0.020
       0:10.697	 -0.300	  0.035
       0:10.700	 -0.300	  0.020
       0:10.703	 -0.295	  0.010
       0:10.706	 -0.305	  0.000
       0:10.708	 -0.325	  0.010
       0:10.711	 -0.330	  0.015
       0:10.714	 -0.310	  0.035
       0:10.717	 -0.305	  0.025
       0:10.719	 -0.305	  0.020
       0:10.722	 -0.315	  0.010
       0:10.725	 -0.340	  0.010
       0:10.728	 -0.335	  0.025
       0:10.731	 -0.315	  0.025
       0:10.733	 -0.320	  0.030
       0:10.736	 -0.310	  0.035
       0:10.739	 -0.325	  0.020
       0:10.742	 -0.330	  0.010
       0:10.744	 -0.330	  0.025
       0:10.747	 -0.325	  0.030
       0:10.750	 -0.305	  0.040
       0:10.753	 -0.315	  0.035
       0:10.756	 -0.325	  0.025
       0:10.758	 -0.340	  0.025
       0:10.761	 -0.345	  0.020
       0:10.764	 -0.325	  0.025
       0:10.767	 -0.310	  0.035
       0:10.769	 -0.320	  0.015
       0:10.772	 -0.330	  0.015
       0:10.775	 -0.335	  0.010
       0:10.778	 -0.330	  0.015
       0:10.781	 -0.320	  0.010
       0:10.783	 -0.325	  0.005
       0:10.786	 -0.335	  0.000
       0:10.789	 -0.335	 -0.010
       0:10.792	 -0.350	 -0.020
       0:10.794	 -0.345	 -0.020
       0:10.797	 -0.325	 -0.010
       0:10.800	 -0.330	 -0.020
       0:10.803	 -0.325	 -0.020
       0:10.806	 -0.335	 -0.035
       0:10.808	 -0.360	 -0.045
       0:10.811	 -0.360	 -0.035
       0:10.814	 -0.355	 -0.035
       0:10.817	 -0.350	 -0.040
       0:10.819	 -0.345	 -0.050
       0:10.822	 -0.360	 -0.070
       0:10.825	 -0.365	 -0.070
       0:10.828	 -0.365	 -0.080
       0:10.831	 -0.345	 -0.080
       0:10.833	 -0.340	 -0.085
       0:10.836	 -0.350	 -0.090
       0:10.839	 -0.350	 -0.110
       0:10.842	 -0.365	 -0.110
       0:10.844	 -0.370	 -0.110
       0:10.847	 -0.355	 -0.095
       0:10.850	 -0.360	 -0.110
       0:10.853	 -0.365	 -0.110
       0:10.856	 -0.375	 -0.125
       0:10.858	 -0.385	 -0.125
       0:10.861	 -0.390	 -0.115
       0:10.864	 -0.365	 -0.120
       0:10.867	 -0.360	 -0.120
       0:10.869	 -0.370	 -0.125
       0:10.872	 -0.380	 -0.135
       0:10.875	 -0.390	 -0.135
       0:10.878	 -0.370	 -0.140
       0:10.881	 -0.365	 -0.130
       0:10.883	 -0.370	 -0.135
       0:10.886	 -0.360	 -0.140
       0:10.889	 -0.365	 -0.180
       0:10.892	 -0.385	 -0.160
       0:10.894	 -0.375	 -0.145
       0:10.897	 -0.375	 -0.150
       0:10.900	 -0.375	 -0.150
